Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region,Year,Month,Day,Day_of_Week,Is_Weekend,Rolling_7D_Sales,Rolling_30D_Sales,Cumulative_Sales
2019-01-01,82,0.9331264417364115,0.022290331568682084,0.0,0.0,1.0,0.0,0,1309,2019,1,1,1,0,0.12352201257861636,0.2099639995354779,0.00023878946310074403
2019-01-01,83,0.9331264417364115,0.019504040122596825,0.0,0.0,1.0,0.0,1,1697,2019,1,1,1,0,0.11471698113207549,0.1925444199279991,0.00020736979690327771
2019-01-01,84,0.9331264417364115,0.019504040122596825,0.0,0.0,1.0,0.0,2,645,2019,1,1,1,0,0.11178197064989517,0.18673789339217278,0.00020736979690327771
2019-01-01,81,0.9331264417364115,0.018946781833379774,0.0,0.0,1.0,0.0,3,217,2019,1,1,1,0,0.10943396226415095,0.18209267216351177,0.00020108586366378444
2019-01-01,85,0.9331264417364115,0.016996377821120092,0.0,0.0,1.0,0.0,4,1960,2019,1,1,1,0,0.10555974842767296,0.17442805713622112,0.00017909209732555804
2019-01-02,80,0.9854840244137698,0.01421008637503483,0.0,0.0,1.0,0.0,5,1074,2019,1,2,2,0,0.10004192872117404,0.16351178724886775,0.0001476724311280917
2019-01-02,82,0.9854840244137698,0.018946781833379774,0.0,0.0,1.0,0.0,6,1831,2019,1,2,2,0,0.10037735849056606,0.1641753902815336,0.00045244319324351496
2019-01-02,83,0.9854840244137698,0.023683477291724715,0.0,0.0,1.0,0.0,7,1231,2019,1,2,2,0,0.10163522012578619,0.17207641388921147,0.0004744369595817414
2019-01-02,84,0.9854840244137698,0.01783226525494567,0.0,0.0,1.0,0.0,8,1752,2019,1,2,2,0,0.10012578616352202,0.17009251732280417,0.0004084556605670621
2019-01-02,81,0.9854840244137698,0.020897185845639456,0.0,0.0,1.0,0.0,9,605,2019,1,2,2,0,0.10138364779874215,0.17233770758332367,0.0004367333601447818
2019-01-02,85,0.9854840244137698,0.02201170242407356,0.0,0.0,1.0,0.0,10,1580,2019,1,2,2,0,0.10415094339622644,0.17544155994974717,0.0004273074602855419
2019-01-03,80,0.8222044279334446,0.017275006965728618,0.0,0.0,1.0,0.0,11,1444,2019,1,3,3,0,0.10440251572327044,0.1730925560329811,0.00034247436155238287
2019-01-03,82,0.8222044279334446,0.023683477291724715,0.0,0.0,1.0,0.0,12,383,2019,1,3,3,0,0.11295597484276731,0.17726878857990228,0.0007195103559219787
2019-01-03,83,0.8222044279334446,0.014767344664251883,0.0,0.0,1.0,0.0,13,432,2019,1,3,3,0,0.10918238993710694,0.172885180085273,0.0006409611904283129
2019-01-03,87,0.8222044279334446,0.017275006965728618,0.0,0.0,1.0,0.0,14,674,2019,1,3,3,0,0.10339622641509436,0.17117640227615838,0.00018223406394530465
2019-01-03,81,0.8222044279334446,0.016160490387294512,0.0,0.0,1.0,0.0,15,470,2019,1,3,3,0,0.1018867924528302,0.1688102427128092,0.0006189674240900865
2019-01-03,85,0.8222044279334446,0.01838952354416272,0.0,0.0,1.0,0.0,16,1307,2019,1,3,3,0,0.09962264150943398,0.16836194470820498,0.0006346772571888197
2019-01-04,80,0.8620983073362587,0.9924770130955699,1.0,0.0,1.0,0.0,17,505,2019,1,4,4,0,0.9758490566037737,0.8446173499012892,0.011534159461089885
2019-01-04,82,0.8620983073362587,0.022290331568682084,0.0,0.0,1.0,0.0,18,1943,2019,1,4,4,0,0.9803773584905662,0.8112145419872989,0.0009708676855017091
2019-01-04,83,0.13790169266374136,0.015603232098077461,0.0,0.0,1.0,0.0,19,1922,2019,1,4,4,0,0.9730817610062895,0.7769713157589131,0.0008169113211341243
2019-01-04,84,0.8620983073362587,0.016717748676511563,0.0,0.0,1.0,0.0,20,1573,2019,1,4,4,0,0.9748427672955977,0.7466529522039915,0.00059697365775186
2019-01-04,5,0.8620983073362587,0.016160490387294512,0.0,0.0,1.0,0.0,21,1814,2019,1,4,4,0,0.9738364779874216,0.7187740838884724,0.00016966619746631813
2019-01-04,85,0.8620983073362587,0.017275006965728618,0.0,0.0,1.0,0.0,22,1348,2019,1,4,4,0,0.9748427672955977,0.693925363412824,0.0008294791876131107
2019-01-05,80,0.9042947171573152,0.021733073279465033,0.0,0.0,1.0,0.0,23,974,2019,1,5,5,1,0.9778616352201259,0.6734699802578097,0.011779232857430122
2025-03-15,82,0.9042947171573152,0.016717748676511563,0.0,0.0,1.0,0.0,24,720,2025,3,15,5,1,0.09685534591194972,0.6521426082917199,0.0011593856826865073
2019-01-05,83,0.9042947171573152,0.016996377821120092,0.0,0.0,1.0,0.0,25,970,2019,1,5,5,1,0.09207547169811323,0.6325898001661561,0.001008571284938669
2019-01-05,84,0.9042947171573152,0.020339927556422402,0.0,0.0,1.0,0.0,26,735,2019,1,5,5,1,0.09635220125786165,0.6160337552742616,0.0008263372209933641
2019-01-05,81,0.9042947171573152,0.02061855670103093,0.0,0.0,1.0,0.0,27,908,2019,1,5,5,1,0.09987421383647799,0.6007847105861273,0.0008514729539513372
2019-01-05,85,0.9042947171573152,0.021175814990247982,0.0,0.0,1.0,0.0,28,294,2019,1,5,5,1,0.10440251572327044,0.5868275942158987,0.001068268650713855
2019-01-05,87,0.8824206656164364,0.01978266926720535,0.0,0.0,1.0,0.0,29,1275,2019,1,5,5,1,0.10666666666666669,0.5732202996167692,0.0004053136939473155
2019-01-06,82,0.8824206656164364,0.021454444134856508,0.0,0.0,1.0,0.0,30,892,2019,1,6,6,1,0.10641509433962268,0.5728719080246196,0.001401317112406998
2019-01-06,83,0.8824206656164364,0.017553636110337143,0.0,0.0,1.0,0.0,31,1776,2019,1,6,6,1,0.10716981132075473,0.5720589943096039,0.0012065151819827067
2019-01-06,84,0.8824206656164364,0.020061298411813876,0.0,0.0,1.0,0.0,32,632,2019,1,6,6,1,0.10993710691823902,0.5722912553710371,0.0010525588176151218
2019-01-06,81,0.8824206656164364,0.01783226525494567,0.0,0.0,1.0,0.0,33,687,2019,1,6,6,1,0.10767295597484278,0.571826733248171,0.0010525588176151218
2019-01-06,85,0.8824206656164364,0.015045973808860408,0.0,0.0,1.0,0.0,34,1343,2019,1,6,6,1,0.10264150943396227,0.5710138195331553,0.001237934848180173
2019-01-07,80,0.9137050779912241,0.9924770130955699,1.0,0.0,1.0,0.0,35,921,2019,1,7,0,0,0.979622641509434,0.978748112878876,0.022970917956967624
2019-01-07,82,0.9137050779912241,0.02396210643633324,0.0,0.0,1.0,0.0,36,1621,2019,1,7,0,0,0.9833962264150946,0.9808384624317732,0.0016715262417052081
2019-01-07,83,0.9137050779912241,0.0192254109779883,0.0,0.0,1.0,0.0,37,594,2019,1,7,0,0,0.9813836477987422,0.9789803739403089,0.0014233108787452243
2019-01-07,84,0.9137050779912241,0.021733073279465033,0.0,0.0,1.0,0.0,38,1896,2019,1,7,0,0,0.9851572327044027,0.9806062013703403,0.001297632213955359
2019-01-07,81,0.08629492200877592,0.006965728615213152,0.0,0.0,1.0,0.0,39,1968,2019,1,7,0,0,0.9733333333333335,0.974799674834514,0.0011311079831087876
2019-01-07,85,0.9137050779912241,0.017275006965728618,0.0,0.0,1.0,0.0,40,231,2019,1,7,0,0,0.9728301886792455,0.972825455812333,0.0014327367786044643
2019-01-08,80,0.8722094235442193,0.023683477291724715,0.0,0.0,1.0,0.0,41,1043,2019,1,8,1,0,0.9806289308176102,0.9754964580188132,0.023237985119646087
2019-01-08,82,0.8722094235442193,0.01783226525494567,0.0,0.0,1.0,0.0,42,684,2019,1,8,1,0,0.10062893081761007,0.9730577168737662,0.0018726121053689927
2019-01-08,6,0.8722094235442193,0.021454444134856508,0.0,0.0,1.0,0.0,43,2012,2019,1,8,1,0,0.09836477987421385,0.9758448496109626,0.00022936356324150414
2019-01-08,87,0.8722094235442193,0.017553636110337143,0.0,0.0,1.0,0.0,44,1380,2019,1,8,1,0,0.09685534591194972,0.9759609801416793,0.0006032575909913533
2019-01-08,81,0.8722094235442193,0.017553636110337143,0.0,0.0,1.0,0.0,45,1974,2019,1,8,1,0,0.09308176100628932,0.9765416327952618,0.0013290518801528253
2019-01-08,85,0.8722094235442193,0.01838952354416272,0.0,0.0,1.0,0.0,46,213,2019,1,8,1,0,0.10339622641509436,0.9765416327952618,0.0016401065755077418
2019-01-09,80,0.8030333348623881,0.016439119531903038,0.0,0.0,1.0,0.0,47,2055,2019,1,9,2,0,0.10264150943396227,0.5697363836952736,0.02342336115021114
2019-01-09,82,0.8030333348623881,0.020897185845639456,0.0,0.0,1.0,0.0,48,260,2019,1,9,2,0,0.10012578616352202,0.5691557310416908,0.00210825960184999
2025-03-15,83,0.8030333348623881,0.018668152688771245,0.0,0.0,1.0,0.0,49,597,2025,3,15,5,1,0.1008805031446541,0.5704331668795726,0.0016338226422682486
2019-01-09,84,0.8030333348623881,0.020061298411813876,0.0,0.0,1.0,0.0,50,1389,2019,1,9,2,0,0.09962264150943398,0.571826733248171,0.0015238538105771166
2019-01-09,81,0.8030333348623881,0.01978266926720535,0.0,0.0,1.0,0.0,51,15,2019,1,9,2,0,0.10163522012578619,0.5733364301474859,0.0015521315101548363
2019-01-09,85,0.8030333348623881,0.017275006965728618,0.0,0.0,1.0,0.0,52,766,2019,1,9,2,0,0.10138364779874215,0.5733364301474859,0.0018349085059320331
2019-01-10,80,0.8901791947578135,0.9927556422401784,1.0,0.0,1.0,0.0,53,2048,2019,1,10,3,0,0.9811320754716982,0.9780513296945765,0.03461818821636839
